country,region,development,energy,energy_type,group,energy_group,etf,etf_proxy,marketScore,market_score,policyScore,policy_score,macroScore,macro_score,totalScore,total_score,riskLabel,risk_label,alpha,beta,annualized_volatility,gdp,gdp_growth,inflation,debt,debt_to_gdp,fx,fx_volatility,policy_stability,keywords,policy_keywords,news_article_count,macro_source,market_source,policy_source,llm_source,marketWeight,policyWeight,macroWeight,countrySpecificRiskScore,mainRiskDriver,riskDifference,expected_annual_return,estimated_sigma,probPositive,prob5,prob8,prob10,downsideProbability,growth_coefficient,stability_coefficient,risk_coefficient,volatility_coefficient,probability_model_source,llm_interpretation,llm_status,ai,ai_interpretation
Spain,Europe,Advanced,Carbon Capture,Carbon Capture,Transition,Transition,ICLN,ICLN,78.26,78.26,70.37,70.37,51.59,51.59,67.89,67.89,Medium-High,Medium-High,0.00999,0.788,0.2065,3.4553,3.4553,2.7742,105.6391,105.6391,6.5327,6.5327,49.9402,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1751,0.4526,0.3722,64.75,Policy Risk,-3.14,5.59,0.4331,55.1,50.5,47.8,45.9,44.9,0.4881,0.1665,0.1073,0.2283,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Spain,Europe,Advanced,Energy Efficiency,Energy Efficiency,Demand Tech,Demand Tech,ICLN,ICLN,71.66,71.66,62.01,62.01,51.59,51.59,62.74,62.74,Medium-High,Medium-High,0.00999,0.788,0.2065,3.4553,3.4553,2.7742,105.6391,105.6391,6.5327,6.5327,49.9402,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1791,0.4402,0.3807,59.77,Policy Risk,-2.97,6.98,0.4184,56.6,51.9,49.0,47.1,43.4,0.4881,0.1665,0.1016,0.2283,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Netherlands,Europe,Advanced,Solar PV,Solar PV,Renewable,Renewable,TAN,TAN,81.14,81.14,66.13,66.13,58.84,58.84,69.95,69.95,Medium-High,Medium-High,0.00722,0.89,0.2335,1.081,1.081,3.3475,54.2147,54.2147,6.5327,6.5327,58.5624,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1951,0.4519,0.353,66.49,Policy Risk,-3.46,3.44,0.466,52.9,48.7,46.1,44.4,47.1,0.3622,0.1952,0.0967,0.2553,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Netherlands,Europe,Advanced,Onshore Wind,Onshore Wind,Renewable,Renewable,FAN,FAN,58.96,58.96,65.57,65.57,58.84,58.84,60.91,60.91,Medium-High,Medium-High,0.01443,0.578,0.1736,1.081,1.081,3.3475,54.2147,54.2147,6.5327,6.5327,58.5624,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1816,0.4588,0.3596,61.95,Policy Risk,1.04,13.53,0.3803,63.9,58.9,55.8,53.7,36.1,0.3622,0.1952,0.0867,0.1954,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Netherlands,Europe,Advanced,Offshore Wind,Offshore Wind,Renewable,Renewable,FAN,FAN,60.06,60.06,67.29,67.29,58.84,58.84,61.86,61.86,Medium-High,Medium-High,0.01443,0.578,0.1736,1.081,1.081,3.3475,54.2147,54.2147,6.5327,6.5327,58.5624,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1807,0.4615,0.3578,62.96,Policy Risk,1.1,13.4,0.383,63.7,58.7,55.6,53.5,36.3,0.3622,0.1952,0.0877,0.1954,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Netherlands,Europe,Advanced,Hydropower,Hydropower,Renewable,Renewable,ICLN,ICLN,71.66,71.66,65.21,65.21,58.84,58.84,65.88,65.88,Medium-High,Medium-High,0.00999,0.788,0.2065,1.081,1.081,3.3475,54.2147,54.2147,6.5327,6.5327,58.5624,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1908,0.4532,0.356,64.17,Policy Risk,-1.71,7.18,0.4274,56.7,52.0,49.2,47.4,43.3,0.3622,0.1952,0.0922,0.2283,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Netherlands,Europe,Advanced,Geothermal,Geothermal,Renewable,Renewable,ICLN,ICLN,71.22,71.22,64.01,64.01,58.84,58.84,65.34,65.34,Medium-High,Medium-High,0.00999,0.788,0.2065,1.081,1.081,3.3475,54.2147,54.2147,6.5327,6.5327,58.5624,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1915,0.4513,0.3573,63.55,Policy Risk,-1.79,7.42,0.4258,56.9,52.3,49.5,47.6,43.1,0.3622,0.1952,0.0916,0.2283,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Netherlands,Europe,Advanced,Biomass,Biomass,Renewable,Renewable,ICLN,ICLN,75.18,75.18,64.93,64.93,58.84,58.84,67.2,67.2,Medium-High,Medium-High,0.00999,0.788,0.2065,1.081,1.081,3.3475,54.2147,54.2147,6.5327,6.5327,58.5624,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1909,0.4527,0.3563,64.71,Policy Risk,-2.49,6.71,0.4312,56.2,51.6,48.8,47.0,43.8,0.3622,0.1952,0.0937,0.2283,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Netherlands,Europe,Advanced,Nuclear,Nuclear,Low Carbon,Low Carbon,URA,URA,100.0,100.0,70.13,70.13,58.84,58.84,78.69,78.69,High,High,0.00559,2.335,0.4534,1.081,1.081,3.3475,54.2147,54.2147,6.5327,6.5327,58.5624,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.274,0.4121,0.3139,74.77,Policy Risk,-3.92,-0.7,0.7109,49.6,46.8,45.1,44.0,50.4,0.3622,0.1952,0.1064,0.4752,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Netherlands,Europe,Advanced,Natural Gas,Natural Gas,Fossil,Fossil,XLE,XLE,67.25,67.25,66.25,66.25,58.84,58.84,64.43,64.43,Medium-High,Medium-High,0.01085,-0.035,0.2125,1.081,1.081,3.3475,54.2147,54.2147,6.5327,6.5327,58.5624,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1632,0.47,0.3668,63.7,Policy Risk,-0.73,7.45,0.4292,56.9,52.3,49.5,47.6,43.1,0.3622,0.1952,0.0906,0.2343,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Netherlands,Europe,Advanced,LNG,LNG,Fossil,Fossil,XLE,XLE,68.57,68.57,67.17,67.17,58.84,58.84,65.23,65.23,Medium-High,Medium-High,0.01085,-0.035,0.2125,1.081,1.081,3.3475,54.2147,54.2147,6.5327,6.5327,58.5624,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1628,0.4714,0.3658,64.35,Policy Risk,-0.88,7.37,0.4315,56.8,52.2,49.4,47.6,43.2,0.3622,0.1952,0.0915,0.2343,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Netherlands,Europe,Advanced,Oil,Oil,Fossil,Fossil,XLE,XLE,70.11,70.11,67.01,67.01,58.84,58.84,65.8,65.8,Medium-High,Medium-High,0.01085,-0.035,0.2125,1.081,1.081,3.3475,54.2147,54.2147,6.5327,6.5327,58.5624,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1629,0.4712,0.366,64.53,Policy Risk,-1.27,6.87,0.4332,56.3,51.7,49.0,47.1,43.7,0.3622,0.1952,0.0921,0.2343,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Netherlands,Europe,Advanced,Coal,Coal,Fossil,Fossil,XLE,XLE,69.01,69.01,74.05,74.05,58.84,58.84,67.47,67.47,Medium-High,Medium-High,0.01085,-0.035,0.2125,1.081,1.081,3.3475,54.2147,54.2147,6.5327,6.5327,58.5624,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1595,0.482,0.3585,67.79,Policy Risk,0.32,6.19,0.4379,55.6,51.1,48.4,46.5,44.4,0.3622,0.1952,0.094,0.2343,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Netherlands,Europe,Advanced,Green Hydrogen,Green Hydrogen,Low Carbon,Low Carbon,ICLN,ICLN,73.86,73.86,68.97,68.97,58.84,58.84,67.89,67.89,Medium-High,Medium-High,0.00999,0.788,0.2065,1.081,1.081,3.3475,54.2147,54.2147,6.5327,6.5327,58.5624,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1887,0.4591,0.3522,66.32,Policy Risk,-1.57,7.02,0.4331,56.4,51.9,49.1,47.3,43.6,0.3622,0.1952,0.0944,0.2283,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Netherlands,Europe,Advanced,Battery Storage,Battery Storage,Grid Tech,Grid Tech,LIT,LIT,87.3,87.3,65.77,65.77,58.84,58.84,72.3,72.3,High,High,0.02258,1.183,0.2638,1.081,1.081,3.3475,54.2147,54.2147,6.5327,6.5327,58.5624,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2108,0.4427,0.3466,67.91,Policy Risk,-4.39,21.23,0.503,66.3,62.7,60.4,58.8,33.7,0.3622,0.1952,0.0993,0.2856,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Netherlands,Europe,Advanced,Transmission Grid,Transmission Grid,Grid Tech,Grid Tech,ICLN,ICLN,73.2,73.2,66.97,66.97,58.84,58.84,67.02,67.02,Medium-High,Medium-High,0.00999,0.788,0.2065,1.081,1.081,3.3475,54.2147,54.2147,6.5327,6.5327,58.5624,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1898,0.4559,0.3542,65.27,Policy Risk,-1.75,6.89,0.4306,56.4,51.7,49.0,47.1,43.6,0.3622,0.1952,0.0935,0.2283,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Netherlands,Europe,Advanced,Carbon Capture,Carbon Capture,Transition,Transition,ICLN,ICLN,78.26,78.26,70.37,70.37,58.84,58.84,70.07,70.07,Medium-High,Medium-High,0.00999,0.788,0.2065,1.081,1.081,3.3475,54.2147,54.2147,6.5327,6.5327,58.5624,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.188,0.4612,0.3508,67.81,Policy Risk,-2.26,6.09,0.4394,55.5,51.0,48.3,46.5,44.5,0.3622,0.1952,0.0969,0.2283,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Netherlands,Europe,Advanced,Energy Efficiency,Energy Efficiency,Demand Tech,Demand Tech,ICLN,ICLN,71.66,71.66,62.01,62.01,58.84,58.84,64.92,64.92,Medium-High,Medium-High,0.00999,0.788,0.2065,1.081,1.081,3.3475,54.2147,54.2147,6.5327,6.5327,58.5624,energy news,energy news,75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1926,0.4481,0.3594,62.74,Policy Risk,-2.18,7.44,0.4246,57.0,52.3,49.5,47.6,43.0,0.3622,0.1952,0.0911,0.2283,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Norway,Europe,Advanced,Solar PV,Solar PV,Renewable,Renewable,TAN,TAN,81.14,81.14,81.89,81.89,48.39,48.39,71.54,71.54,Medium-High,Medium-High,0.00722,0.89,0.2335,2.0972,2.0972,3.1453,30.752,30.752,8.2748,8.2748,68.0653,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2009,0.4839,0.3152,71.18,Policy Risk,-0.36,4.7,0.4793,53.9,49.8,47.3,45.6,46.1,0.4155,0.2269,0.0941,0.2611,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Norway,Europe,Advanced,Onshore Wind,Onshore Wind,Renewable,Renewable,FAN,FAN,58.96,58.96,81.33,81.33,48.39,48.39,62.5,62.5,Medium-High,Medium-High,0.01443,0.578,0.1736,2.0972,2.0972,3.1453,30.752,30.752,8.2748,8.2748,68.0653,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1871,0.4916,0.3213,66.56,Policy Risk,4.06,14.78,0.3935,64.6,59.8,56.8,54.8,35.4,0.4155,0.2269,0.084,0.2012,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Norway,Europe,Advanced,Offshore Wind,Offshore Wind,Renewable,Renewable,FAN,FAN,60.06,60.06,83.05,83.05,48.39,48.39,63.46,63.46,Medium-High,Medium-High,0.01443,0.578,0.1736,2.0972,2.0972,3.1453,30.752,30.752,8.2748,8.2748,68.0653,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1862,0.4942,0.3196,67.69,Policy Risk,4.23,14.66,0.3963,64.4,59.6,56.7,54.7,35.6,0.4155,0.2269,0.0851,0.2012,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Norway,Europe,Advanced,Hydropower,Hydropower,Renewable,Renewable,ICLN,ICLN,71.66,71.66,80.97,80.97,48.39,48.39,67.47,67.47,Medium-High,Medium-High,0.00999,0.788,0.2065,2.0972,2.0972,3.1453,30.752,30.752,8.2748,8.2748,68.0653,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1965,0.4855,0.318,68.78,Policy Risk,1.31,8.44,0.4406,57.6,53.1,50.4,48.6,42.4,0.4155,0.2269,0.0896,0.2341,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Norway,Europe,Advanced,Geothermal,Geothermal,Renewable,Renewable,ICLN,ICLN,71.22,71.22,79.77,79.77,48.39,48.39,66.94,66.94,Medium-High,Medium-High,0.00999,0.788,0.2065,2.0972,2.0972,3.1453,30.752,30.752,8.2748,8.2748,68.0653,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1972,0.4836,0.3191,68.06,Policy Risk,1.12,8.68,0.4391,57.8,53.3,50.6,48.8,42.2,0.4155,0.2269,0.089,0.2341,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Norway,Europe,Advanced,Biomass,Biomass,Renewable,Renewable,ICLN,ICLN,75.18,75.18,80.69,80.69,48.39,48.39,68.8,68.8,Medium-High,Medium-High,0.00999,0.788,0.2065,2.0972,2.0972,3.1453,30.752,30.752,8.2748,8.2748,68.0653,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1967,0.485,0.3182,69.32,Policy Risk,0.52,7.97,0.4444,57.1,52.7,50.0,48.2,42.9,0.4155,0.2269,0.091,0.2341,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Norway,Europe,Advanced,Nuclear,Nuclear,Low Carbon,Low Carbon,URA,URA,100.0,100.0,85.89,85.89,48.39,48.39,80.28,80.28,High,High,0.00559,2.335,0.4534,2.0972,2.0972,3.1453,30.752,30.752,8.2748,8.2748,68.0653,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2813,0.4394,0.2793,79.39,Policy Risk,-0.89,0.57,0.7241,50.3,47.6,45.9,44.8,49.7,0.4155,0.2269,0.1038,0.481,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Norway,Europe,Advanced,Natural Gas,Natural Gas,Fossil,Fossil,XLE,XLE,67.25,67.25,82.01,82.01,48.39,48.39,66.02,66.02,Medium-High,Medium-High,0.01085,-0.035,0.2125,2.0972,2.0972,3.1453,30.752,30.752,8.2748,8.2748,68.0653,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1683,0.5038,0.3279,68.5,Policy Risk,2.48,8.71,0.4425,57.8,53.3,50.6,48.8,42.2,0.4155,0.2269,0.0879,0.2401,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Norway,Europe,Advanced,LNG,LNG,Fossil,Fossil,XLE,XLE,68.57,68.57,82.93,82.93,48.39,48.39,66.82,66.82,Medium-High,Medium-High,0.01085,-0.035,0.2125,2.0972,2.0972,3.1453,30.752,30.752,8.2748,8.2748,68.0653,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1678,0.5052,0.327,69.23,Policy Risk,2.41,8.63,0.4448,57.7,53.3,50.6,48.8,42.3,0.4155,0.2269,0.0888,0.2401,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Norway,Europe,Advanced,Oil,Oil,Fossil,Fossil,XLE,XLE,70.11,70.11,82.77,82.77,48.39,48.39,67.39,67.39,Medium-High,Medium-High,0.01085,-0.035,0.2125,2.0972,2.0972,3.1453,30.752,30.752,8.2748,8.2748,68.0653,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1679,0.5049,0.3271,69.39,Policy Risk,2.0,8.14,0.4464,57.2,52.8,50.1,48.3,42.8,0.4155,0.2269,0.0895,0.2401,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Norway,Europe,Advanced,Coal,Coal,Fossil,Fossil,XLE,XLE,69.01,69.01,89.81,89.81,48.39,48.39,69.06,69.06,Medium-High,Medium-High,0.01085,-0.035,0.2125,2.0972,2.0972,3.1453,30.752,30.752,8.2748,8.2748,68.0653,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1644,0.5154,0.3202,73.13,Policy Risk,4.07,7.46,0.4512,56.6,52.2,49.5,47.8,43.4,0.4155,0.2269,0.0913,0.2401,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Norway,Europe,Advanced,Green Hydrogen,Green Hydrogen,Low Carbon,Low Carbon,ICLN,ICLN,73.86,73.86,84.73,84.73,48.39,48.39,69.48,69.48,Medium-High,Medium-High,0.00999,0.788,0.2065,2.0972,2.0972,3.1453,30.752,30.752,8.2748,8.2748,68.0653,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1944,0.4912,0.3145,71.2,Policy Risk,1.72,8.28,0.4464,57.4,52.9,50.3,48.5,42.6,0.4155,0.2269,0.0918,0.2341,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Norway,Europe,Advanced,Battery Storage,Battery Storage,Grid Tech,Grid Tech,LIT,LIT,87.3,87.3,81.53,81.53,48.39,48.39,73.9,73.9,High,High,0.02258,1.183,0.2638,2.0972,2.0972,3.1453,30.752,30.752,8.2748,8.2748,68.0653,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.2169,0.4738,0.3093,72.53,Policy Risk,-1.37,22.49,0.5163,66.8,63.3,61.1,59.6,33.2,0.4155,0.2269,0.0967,0.2914,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Norway,Europe,Advanced,Transmission Grid,Transmission Grid,Grid Tech,Grid Tech,ICLN,ICLN,73.2,73.2,82.73,82.73,48.39,48.39,68.62,68.62,Medium-High,Medium-High,0.00999,0.788,0.2065,2.0972,2.0972,3.1453,30.752,30.752,8.2748,8.2748,68.0653,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1955,0.4882,0.3163,70.01,Policy Risk,1.39,8.15,0.4439,57.3,52.8,50.1,48.3,42.7,0.4155,0.2269,0.0908,0.2341,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Norway,Europe,Advanced,Carbon Capture,Carbon Capture,Transition,Transition,ICLN,ICLN,78.26,78.26,86.13,86.13,48.39,48.39,71.66,71.66,Medium-High,Medium-High,0.00999,0.788,0.2065,2.0972,2.0972,3.1453,30.752,30.752,8.2748,8.2748,68.0653,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1936,0.4933,0.3132,72.79,Policy Risk,1.13,7.36,0.4526,56.5,52.1,49.4,47.7,43.5,0.4155,0.2269,0.0942,0.2341,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Norway,Europe,Advanced,Energy Efficiency,Energy Efficiency,Demand Tech,Demand Tech,ICLN,ICLN,71.66,71.66,77.77,77.77,48.39,48.39,66.51,66.51,Medium-High,Medium-High,0.00999,0.788,0.2065,2.0972,2.0972,3.1453,30.752,30.752,8.2748,8.2748,68.0653,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1984,0.4805,0.321,67.12,Policy Risk,0.61,8.7,0.4379,57.9,53.4,50.6,48.8,42.1,0.4155,0.2269,0.0885,0.2341,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Sweden,Europe,Advanced,Solar PV,Solar PV,Renewable,Renewable,TAN,TAN,81.14,81.14,81.89,81.89,60.07,60.07,75.04,75.04,High,High,0.00722,0.89,0.2335,0.8201,0.8201,2.8358,35,35,9.5713,9.5713,62.0702,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1913,0.4776,0.3311,74.52,Policy Risk,-0.52,3.21,0.4958,52.6,48.6,46.2,44.6,47.4,0.3556,0.2069,0.1001,0.2654,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Sweden,Europe,Advanced,Onshore Wind,Onshore Wind,Renewable,Renewable,FAN,FAN,58.96,58.96,81.33,81.33,60.07,60.07,66.0,66.0,Medium-High,Medium-High,0.01443,0.578,0.1736,0.8201,0.8201,2.8358,35,35,9.5713,9.5713,62.0702,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.178,0.4848,0.3372,70.18,Policy Risk,4.18,13.38,0.41,62.8,58.1,55.2,53.3,37.2,0.3556,0.2069,0.0901,0.2055,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Sweden,Europe,Advanced,Offshore Wind,Offshore Wind,Renewable,Renewable,FAN,FAN,60.06,60.06,83.05,83.05,60.07,60.07,66.96,66.96,Medium-High,Medium-High,0.01443,0.578,0.1736,0.8201,0.8201,2.8358,35,35,9.5713,9.5713,62.0702,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.1771,0.4873,0.3356,71.27,Policy Risk,4.31,13.25,0.4128,62.6,57.9,55.1,53.1,37.4,0.3556,0.2069,0.0911,0.2055,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
Sweden,Europe,Advanced,Hydropower,Hydropower,Renewable,Renewable,ICLN,ICLN,71.66,71.66,80.97,80.97,60.07,60.07,70.98,70.98,Medium-High,Medium-High,0.00999,0.788,0.2065,0.8201,0.8201,2.8358,35,35,9.5713,9.5713,62.0702,"ban, tariff","ban, tariff",75,World Bank API,Yahoo Finance chart API,GDELT 2.1 DOC API,OpenAI Chat Completions API,0.187,0.479,0.334,72.25,Policy Risk,1.27,6.99,0.4572,56.1,51.7,49.1,47.4,43.9,0.3556,0.2069,0.0956,0.2384,Country-calibrated proxy coefficients estimated from World Bank/WGI macro data and Yahoo Finance ETF volatility,,LLM call failed: HTTP Error 429: Too Many Requests,,
